id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
683633,19191,15223,33944,NULL,NULL,"&lt;p&gt;An example of competition includes the Asian Tiger Mosquito, A.&nbsp;albopictus rapidly spreading into Florida taking over a population of Yellow Fever Mosquitos, A. aegypti.&nbsp;&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2023-10-10 22:33:15",0,134.126.253.112,1
683635,19191,15223,33979,NULL,NULL,"&lt;p&gt;Pavement ants compete with&nbsp;&nbsp;other ants. They attack other ants&#039; colonies&nbsp;in search of new&nbsp;resources.&nbsp;&lt;/p&gt;
","2023-10-10 22:38:06",0,134.126.113.26,1
683636,19191,15223,14798,NULL,NULL,"&lt;p&gt;A lion and hyena fighting over a dead zebra.&lt;/p&gt;
","2023-10-10 22:38:18",0,134.126.253.79,1
683637,19191,15223,33944,NULL,NULL,"&lt;p&gt;A honey mesquite, P. grandulosa prevents grass from growing by depleting resources around itself resulting in cattle not having any grass to graze on.&lt;/p&gt;
","2023-10-10 22:38:37",0,134.126.253.112,1
683638,19191,15223,14798,NULL,NULL,"&lt;p&gt;Water buffalo and zebra drinking from the same and only pond in the environment.&lt;/p&gt;
","2023-10-10 22:39:24",0,134.126.253.79,1
683640,19191,15223,14798,NULL,NULL,"&lt;p&gt;male sea lions fighting for the land and female sea lions.&lt;/p&gt;
","2023-10-10 22:40:29",0,134.126.253.79,1
683641,19191,15223,33944,NULL,NULL,"&lt;p&gt;Shore crabs, C. maenas fight off other crabs from taking their burrow.&lt;/p&gt;
","2023-10-10 22:41:07",0,134.126.253.112,1
683642,19191,15223,14798,NULL,NULL,"&lt;p&gt;Allelopathy&nbsp;&lt;/p&gt;
","2023-10-10 22:41:21",683514,134.126.253.79,1
683643,19191,15223,34102,NULL,NULL,"&lt;p&gt;Male Elk fight over territory to claim it for both habitating and mating.&nbsp;&lt;/p&gt;
","2023-10-10 22:44:38",0,52.124.41.25,1
683644,19191,15223,34102,NULL,NULL,"&lt;p&gt;The roots of the Yucca plant grow stronger and deeper to reach water, sometimes beating out other plants with shallow roots.&nbsp;&lt;/p&gt;
","2023-10-10 22:46:55",0,52.124.41.25,1
683645,19191,15223,34102,NULL,NULL,"&lt;p&gt;Both the wheatgrass and ryegrasses grow in the same patch of land, but the wheatgrass was sown there first, not allowing any space for the ryegrass.&lt;/p&gt;
","2023-10-10 22:49:22",0,52.124.41.25,1
683647,19191,15223,34069,NULL,NULL,"&lt;p&gt;Archilochus colubris also known as the ruby-throated hummingbird is very territorial. They defend flowers using calls and physical force during times when flowers are scarce.&lt;/p&gt;
","2023-10-10 23:00:01",0,76.78.164.125,1
683648,19191,15223,34073,NULL,NULL,"&lt;p&gt;1. Lions and Botswana&nbsp;wild dogs&nbsp;are both predators within the same ecosystem and compete for similar prey. Lions have the advantage in fighting over prey that African wild dogs hunt, which results in African wild dogs aiming to eat their prey as quickly as possible once they kill it.&lt;/p&gt;
","2023-10-10 23:00:11",0,52.124.42.225,1
683649,19191,15223,34069,NULL,NULL,"&lt;p&gt;Juglans Nigra or Black walnut trees use a chemical called juglone that kills any other plants nearby.&lt;/p&gt;
","2023-10-10 23:02:42",0,76.78.164.125,1
683651,19191,15223,34073,NULL,NULL,"&lt;p&gt;2. Male pumas will kill the young of females they encounter in an effort to then make the female puma available to mother&nbsp;young for that male, a means of&nbsp;competition to continue their own genetic line.&lt;/p&gt;
","2023-10-10 23:04:46",0,52.124.42.225,1
683655,19191,15223,34069,NULL,NULL,"&lt;p&gt;Balanus barnacles land and grow&nbsp;on exposed rock and other surfaces when they plant they grow and occupy space that now cant be used by other barnacles&lt;/p&gt;
","2023-10-10 23:06:45",0,76.78.164.125,1
683657,19191,15223,34073,NULL,NULL,"&lt;p&gt;3. A commonly known instance of competition within plants in our area is that oak and hickory trees typically grow taller than pine trees, leaving the pines beneath them with less available light.&lt;/p&gt;
","2023-10-10 23:09:11",0,52.124.42.225,1
683668,19191,15223,33938,NULL,NULL,"&lt;p&gt;An&nbsp;example&nbsp;of Exploitative competition in plants is when mesquite plants &quot;self thin&quot; by taking the nutrients and water from the soil around them so that smaller mesquite plants cant grow or die.&nbsp;&lt;/p&gt;
","2023-10-10 23:14:32",0,134.126.253.49,1
683669,19191,15223,34077,NULL,NULL,"&lt;p&gt;2 male zebras fighting over territory, to protect breeding rights/privileges.&lt;/p&gt;
","2023-10-10 23:15:57",0,100.15.63.64,1
683672,19191,15223,33938,NULL,NULL,"&lt;p&gt;spotted hyenas and vultures fight over a dead zebra for food.&nbsp;&lt;/p&gt;
","2023-10-10 23:16:50",0,134.126.253.49,1
683674,19191,15223,34094,NULL,NULL,"&lt;p&gt;A Pine&nbsp;tree is inhibiting the growth of grass beneath it&nbsp;by excreting chemicals through its pine needles into the ground.&nbsp;&lt;/p&gt;
","2023-10-10 23:17:04",0,74.213.225.131,1
683675,19191,15223,34035,NULL,NULL,"&lt;p&gt;Cresote bushes compete using allelopathy because their root systems impede the colonization growth of other plants&lt;/p&gt;
","2023-10-10 23:17:06",0,52.124.33.153,1
683676,19191,15223,34077,NULL,NULL,"&lt;p&gt;Lions and cheetahs competing for&nbsp;their prey of antelope and gazelle.&lt;/p&gt;
","2023-10-10 23:17:15",0,100.15.63.64,1
683679,19191,15223,34035,NULL,NULL,"&lt;p&gt;so sorry, definitely read the directions wrong!!&lt;/p&gt;
","2023-10-10 23:18:33",683675,52.124.33.153,1
683680,19191,15223,33938,NULL,NULL,"&lt;p&gt;Garlic Mustard plants release toxins into the soil around them, killing off or preventing any other species from gowing in the area.&nbsp;&lt;/p&gt;
","2023-10-10 23:18:49",0,134.126.253.49,1
683681,19191,15223,34035,NULL,NULL,"&lt;p&gt;deer mark their territory by scraping their antlers and urinating&nbsp;&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2023-10-10 23:19:19",0,52.124.33.153,1
683682,19191,15223,34147,NULL,NULL,"&lt;p&gt;Interspecific competition-ex. sharks and dolphins are from different species but prey on the same kind of fish.&lt;/p&gt;
","2023-10-10 23:19:25",0,134.126.253.15,1
683683,19191,15223,34035,NULL,NULL,"&lt;p&gt;the garlic mustard plant releases a toxin to impede other plants&#039; growth around them&lt;/p&gt;
","2023-10-10 23:20:43",0,52.124.33.153,1
683685,19191,15223,34077,NULL,NULL,"&lt;p&gt;2 oak trees competing for sunlight and nutrients.&lt;/p&gt;
","2023-10-10 23:20:59",0,100.15.63.64,1
683686,19191,15223,34035,NULL,NULL,"&lt;p&gt;lions and cheetahs compete over their prey&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2023-10-10 23:21:08",0,52.124.33.153,1
683687,19191,15223,34147,NULL,NULL,"&lt;p&gt;plants in a garden competing for soil nutrients&lt;/p&gt;
","2023-10-10 23:23:17",0,134.126.253.15,1
683688,19191,15223,34067,NULL,NULL,"&lt;p&gt;Trees of Heaven secrete&nbsp;a chemical through their&nbsp;roots, leaves, and bark that inhibits the establishment of other plants surrounding them.&lt;/p&gt;
","2023-10-10 23:24:57",0,52.124.33.193,1
683689,19191,15223,34094,NULL,NULL,"&lt;p&gt;Two male buffalo physically fight over a female mate.&lt;/p&gt;
","2023-10-10 23:26:18",0,74.213.225.131,1
683690,19191,15223,34147,NULL,NULL,"&lt;p&gt;two male birds of the same species competing for a mate in the same environment&nbsp;&lt;/p&gt;
","2023-10-10 23:26:58",0,134.126.253.15,1
683692,19191,15223,34067,NULL,NULL,"&lt;p&gt;Prairie plants take over areas in northwestern Iowa; initial plants are unaffected while later arrivals die before maturity.&lt;/p&gt;
","2023-10-10 23:30:25",0,52.124.33.193,1
683693,19191,15223,34094,NULL,NULL,"&lt;p&gt;Two species of barnacles compete for the same space on a rock&#039;s surface along the shoreline.&nbsp;&lt;/p&gt;
","2023-10-10 23:31:08",0,74.213.225.131,1
683694,19191,15223,34067,NULL,NULL,"&lt;p&gt;Various different species like sharks, dolphins, and seagulls eat the same type of fish in a single area.&lt;/p&gt;
","2023-10-10 23:33:36",0,52.124.33.193,1
683710,19191,15223,33919,NULL,NULL,"&lt;p&gt;The Black Walnut tree&nbsp;excretes chemicals in its roots that are toxic to many other surrounding plants and can kill them.&nbsp;&lt;/p&gt;
","2023-10-10 23:46:08",0,75.102.137.136,1
683711,19191,15223,33919,NULL,NULL,"&lt;p&gt;Ferns grow over other smaller plants, preventing them from having access to resources such as sunlight.&lt;/p&gt;
","2023-10-10 23:49:13",0,75.102.137.136,1
683712,19191,15223,33919,NULL,NULL,"&lt;p&gt;Male polar bears compete for mates by fighting.&lt;/p&gt;
","2023-10-10 23:50:20",0,75.102.137.136,1
683724,19191,15223,33966,NULL,NULL,"&lt;p&gt;A human dumps a bucket of still water out leaving no place for a mosquito to lay its eggs.&nbsp;&lt;/p&gt;
","2023-10-11 00:08:05",0,73.99.51.214,1
683725,19191,15223,33966,NULL,NULL,"&lt;p&gt;Barnacles attach themselves to the hull of a ship.&lt;/p&gt;
","2023-10-11 00:09:59",0,73.99.51.214,1
683727,19191,15223,33966,NULL,NULL,"&lt;p&gt;A skunk sprays an area to keep other animals from coming.&lt;/p&gt;
","2023-10-11 00:17:13",0,73.99.51.214,1
683729,19191,15223,33942,NULL,NULL,"&lt;p&gt;A black walnut tree has a toxic chemical called&nbsp;juglone&nbsp;that does not allow plants to grow&nbsp;around it.&lt;/p&gt;
","2023-10-11 00:23:18",0,52.124.42.225,1
683730,19191,15223,34041,NULL,NULL,"&lt;p&gt;A matured American sycamore tree shading a meadowsweet shrub growing below. Due to the height of the American sycamore tree, the meadowsweet below is not receiving adequate sunlight.&nbsp;&lt;/p&gt;
","2023-10-11 00:24:04",0,50.30.161.67,1
683731,19191,15223,33954,NULL,NULL,"&lt;p&gt;Beta fish use their colorful fins to compete for territory and mates&lt;/p&gt;
","2023-10-11 00:25:05",0,199.87.199.102,1
683732,19191,15223,33981,NULL,NULL,"&lt;p&gt;A sunflower secretes a poison&nbsp;in their root system that causes the flower part of the flower to die.&nbsp;&lt;/p&gt;
","2023-10-11 00:25:57",0,172.56.2.206,1
683733,19191,15223,33942,NULL,NULL,"&lt;p&gt;Baboons fight&nbsp;over who gets to mate with a female since the female is a &quot;limited resource&quot; in this example.&nbsp;&lt;/p&gt;
","2023-10-11 00:27:22",0,52.124.42.225,1
683734,19191,15223,34041,NULL,NULL,"&lt;p&gt;Lions and hyenas are constantly in competition with each other over food.&nbsp;&lt;/p&gt;
","2023-10-11 00:27:31",0,50.30.161.67,1
683735,19191,15223,33981,NULL,NULL,"&lt;p&gt;Male&nbsp;lions compete for mating rights within the lion pack.&nbsp;&lt;/p&gt;
","2023-10-11 00:28:07",0,172.56.2.206,1
683736,19191,15223,33954,NULL,NULL,"&lt;p&gt;Tomato plants grow bright yellow flowers to try and attract more pollinators than flowers of other fruits.&lt;/p&gt;
","2023-10-11 00:28:10",0,199.87.199.102,1
683737,19191,15223,33942,NULL,NULL,"&lt;p&gt;There are a limited number of nuts on the ground in the fall and the squirrels all suffer when they run out.&lt;/p&gt;
","2023-10-11 00:28:47",0,52.124.42.225,1
683738,19191,15223,34041,NULL,NULL,"&lt;p&gt;Male gorillas will fight directly with other male gorillas over mates.&nbsp;&lt;/p&gt;
","2023-10-11 00:30:00",0,50.30.161.67,1
683739,19191,15223,33981,NULL,NULL,"&lt;p&gt;two brown bears are competing for territory.&nbsp;&lt;/p&gt;
","2023-10-11 00:30:57",0,172.56.2.206,1
683740,19191,15223,33954,NULL,NULL,"&lt;p&gt;Giraffes use their necks to fight for territory and mates&lt;/p&gt;
","2023-10-11 00:31:19",0,199.87.199.102,1
683741,19191,15223,33983,NULL,NULL,"&lt;p&gt;an oak tree being taller in a canopy than a hickory tree&lt;/p&gt;
","2023-10-11 00:37:10",0,73.147.55.229,1
683742,19191,15223,34038,NULL,NULL,"&lt;p&gt;a male cuttlefish ripples and flashes colors to intimidate another male.&lt;/p&gt;
","2023-10-11 00:37:41",0,64.203.154.81,1
683743,19191,15223,33983,NULL,NULL,"&lt;p&gt;Lions fight to protect their claimed area&lt;/p&gt;
","2023-10-11 00:38:56",0,73.147.55.229,1
683744,19191,15223,33983,NULL,NULL,"&lt;p&gt;Fungus is toxic when consumed and makes anything that eats it ill&lt;/p&gt;
","2023-10-11 00:40:01",0,73.147.55.229,1
683745,19191,15223,34038,NULL,NULL,"&lt;p&gt;wolf spiders and pink sundew compete for food (insects)&lt;/p&gt;
","2023-10-11 00:41:05",0,64.203.154.81,1
683749,19191,15223,34063,NULL,NULL,"&lt;p&gt;Dogs marking their scent on walks&lt;/p&gt;
","2023-10-11 00:46:27",0,73.12.106.2,1
683751,19191,15223,34063,NULL,NULL,"&lt;p&gt;Tree-of-heaven (Ailanthus altissima) secreting a toxin into the earth to prevent other plant growth&lt;/p&gt;
","2023-10-11 00:48:56",0,73.12.106.2,1
683759,19191,15223,34063,NULL,NULL,"&lt;p&gt;Ruby throated hummingbirds and long tongued bees consume nectar from the same plant (trumpet vine)&lt;/p&gt;
","2023-10-11 01:17:05",0,73.12.106.2,1
683761,19191,15223,33868,NULL,NULL,"&lt;p&gt;Deer and squirrels competing for acorns.&nbsp;&lt;/p&gt;
","2023-10-11 01:19:12",0,71.63.37.44,1
683762,19191,15223,33868,NULL,NULL,"&lt;p&gt;Garlic mustard plants releasing toxins into the environment that prevent other organisms from growing beside them.&lt;/p&gt;
","2023-10-11 01:22:06",0,71.63.37.44,1
683763,19191,15223,33971,NULL,NULL,"&lt;p&gt;Ant colonies going to war over food&lt;/p&gt;
","2023-10-11 01:24:03",0,75.102.137.34,1
683764,19191,15223,33868,NULL,NULL,"&lt;p&gt;Peruvian vultures and caracaras fighting for dead donkey meat.&nbsp;&lt;/p&gt;
","2023-10-11 01:24:17",0,71.63.37.44,1
683765,19191,15223,33971,NULL,NULL,"&lt;p&gt;Elephant seals violently fighting over mates&lt;/p&gt;
","2023-10-11 01:25:52",0,75.102.137.34,1
683769,19191,15223,33971,NULL,NULL,"&lt;p&gt;cowbirds destroying eggs in a nest and laying their own&lt;/p&gt;
","2023-10-11 01:31:47",0,75.102.137.34,1
683775,19191,15223,34054,NULL,NULL,"&lt;p&gt;Two seagulls fight over a fish that washed up on the beach.&nbsp;&nbsp;&lt;/p&gt;
","2023-10-11 01:36:48",0,74.213.225.131,1
683776,19191,15223,34054,NULL,NULL,"&lt;p&gt;Two white oak trees in the same area grow over each other in order to get more sunlight.&nbsp;&lt;/p&gt;
","2023-10-11 01:40:01",0,74.213.225.131,1
683777,19191,15223,34131,NULL,NULL,"&lt;p&gt;Domestic grass being overrun by bamboo.&lt;/p&gt;
","2023-10-11 01:41:43",0,52.124.41.25,1
683778,19191,15223,34054,NULL,NULL,"&lt;p&gt;Two male giraffes fight each other to&nbsp;decide which one gets a&nbsp;female mate.&nbsp;&lt;/p&gt;
","2023-10-11 01:42:05",0,74.213.225.131,1
683779,19191,15223,34134,NULL,NULL,"&lt;p&gt;Plants having to have brighter, or &quot;prettier,&quot; flowers in order to attract pollinators.&lt;/p&gt;
","2023-10-11 01:44:24",0,71.206.189.64,1
683780,19191,15223,34131,NULL,NULL,"&lt;p&gt;Wolves peeing to mark territory.&lt;/p&gt;
","2023-10-11 01:44:54",0,52.124.41.25,1
683782,19191,15223,34134,NULL,NULL,"&lt;p&gt;Two types of lizards eat the same insect.&nbsp;&nbsp;&lt;/p&gt;
","2023-10-11 01:46:31",0,71.206.189.64,1
683783,19191,15223,34131,NULL,NULL,"&lt;p&gt;Rhino beetle fighting to see who gets to the females.&nbsp;&lt;/p&gt;
","2023-10-11 01:46:39",0,52.124.41.25,1
683784,19191,15223,34134,NULL,NULL,"&lt;p&gt;Two tree-nesting birds inhabit a place with few trees.&lt;/p&gt;
","2023-10-11 01:47:19",0,71.206.189.64,1
683786,19191,15223,34104,NULL,NULL,"&lt;p&gt;Eucalyptus trees compete with other species with soil allelopathy that selectively inhibit other tree species.&lt;/p&gt;
","2023-10-11 01:52:24",0,76.104.82.204,1
683788,19191,15223,34051,NULL,NULL,"&lt;p&gt;Two White Oak&nbsp;&lt;em&gt;Quercus alba&nbsp;&lt;/em&gt;trees in close proximity compete for sunlight.&nbsp;&lt;/p&gt;
","2023-10-11 01:55:26",0,52.124.33.193,1
683789,19191,15223,34104,NULL,NULL,"&lt;p&gt;River otters repetitively spread&nbsp;their scent around their environment.&lt;/p&gt;
","2023-10-11 01:55:30",0,76.104.82.204,1
683790,19191,15223,34051,NULL,NULL,"&lt;p&gt;Hyenas and lions compete to hunt similar prey such as antelopes, birds and lizards.&nbsp;&lt;/p&gt;
","2023-10-11 01:56:45",0,52.124.33.193,1
683792,19191,15223,34051,NULL,NULL,"&lt;p&gt;Two male zebras compete to increase reproductive chances with a female zebra.&nbsp;&lt;/p&gt;
","2023-10-11 01:57:38",0,52.124.33.193,1
683794,19191,15223,34104,NULL,NULL,"&lt;p&gt;A herd of cattle trying to feed themselves within&nbsp;the same confined grassy area&lt;/p&gt;
","2023-10-11 02:02:41",0,76.104.82.204,1
683795,19191,15223,34132,NULL,NULL,"&lt;p&gt;Hawks preying on mice and squirrels.&lt;/p&gt;
","2023-10-11 02:05:59",0,50.30.161.83,1
683796,19191,15223,34057,NULL,NULL,"&lt;p&gt;Male peacocks compete for mates by showing off their elaborate feathers.&lt;/p&gt;
","2023-10-11 02:06:52",0,75.102.137.143,1
683798,19191,15223,34057,NULL,NULL,"&lt;p&gt;Two cheetahs fight over prey.&lt;/p&gt;
","2023-10-11 02:09:24",0,75.102.137.143,1
683799,19191,15223,34132,NULL,NULL,"&lt;p&gt;Dogs pee on the ground to make their territory.&lt;/p&gt;
","2023-10-11 02:10:11",0,50.30.161.83,1
683800,19191,15223,34057,NULL,NULL,"&lt;p&gt;a white&nbsp;oak tree and a red maple compete for space in a forest&lt;/p&gt;
","2023-10-11 02:12:04",0,75.102.137.143,1
683801,19191,15223,33930,NULL,NULL,"&lt;p&gt;A grey squirrel makes its den in a hollowed out tree trunk, preventing others from claiming that spot&lt;/p&gt;
","2023-10-11 02:13:04",0,204.111.113.46,1
683802,19191,15223,34132,NULL,NULL,"&lt;p&gt;Weeds spread and take the nutrients from flowers&nbsp;in the area.&nbsp;&lt;/p&gt;
","2023-10-11 02:13:25",0,50.30.161.83,1
683804,19191,15223,34046,NULL,NULL,"&lt;p&gt;A plant species extracts water and nutrients from the soil faster than the surrounding species.&nbsp;&lt;/p&gt;
","2023-10-11 02:14:58",0,75.102.137.34,1
683808,19191,15223,34046,NULL,NULL,"&lt;p&gt;Grizzly bears fighting for a prime fishing spot.&lt;/p&gt;
","2023-10-11 02:18:00",0,75.102.137.34,1
683809,19191,15223,33930,NULL,NULL,"&lt;p&gt;A black walnut tree produces juglone (a toxin) that are in the trees leaves, roots, buds, and nut hulls.&lt;/p&gt;
","2023-10-11 02:19:18",0,204.111.113.46,1
683810,19191,15223,31991,NULL,NULL,"&lt;p&gt;hackberry trees release a chemical that suppresses grass&lt;/p&gt;
","2023-10-11 02:19:37",0,73.31.123.143,1
683811,19191,15223,34049,NULL,NULL,"&lt;p&gt;One example of competition among plants is when an old tree dies in the arboretum&nbsp;there could be&nbsp;competition on the ground between the Quercus alba sapling&nbsp;and the Carya tomentosa sapling for the space left by the old tree and the sunlight and nutrients that comes with it.&lt;/p&gt;
","2023-10-11 02:19:49",0,73.31.123.143,1
683812,19191,15223,34142,NULL,NULL,"Black walnut trees (Juglans nigra) release a chemical called juglone which inhibits the growth of nearby plants, helping it to compete for the available resources.","2023-10-11 02:20:57",0,199.87.199.102,1
683813,19191,15223,33928,NULL,NULL,"&lt;p&gt;Dogs will urinate over an area to claim it and to signal to other dogs.&lt;/p&gt;
","2023-10-11 02:21:15",0,75.102.137.136,1
683814,19191,15223,34049,NULL,NULL,"&lt;p&gt;Male Panthera leo will compete with one another for females and territory.&lt;/p&gt;
","2023-10-11 02:22:54",0,73.31.123.143,1
683815,19191,15223,34046,NULL,NULL,"&lt;p&gt;Coral species competing with fish for nutrients.&nbsp;&lt;/p&gt;
","2023-10-11 02:23:03",0,75.102.137.34,1
683816,19191,15223,31991,NULL,NULL,"&lt;p&gt;different turkey tail funguses compete for space on a tree&lt;/p&gt;
","2023-10-11 02:23:06",0,73.31.123.143,1
683817,19191,15223,34143,NULL,NULL,"&lt;p&gt;Kangaroo males fight against each other in order to win over females.&nbsp;&lt;/p&gt;
","2023-10-11 02:24:10",0,76.78.164.113,1
683818,19191,15223,34143,NULL,NULL,"&lt;p&gt;Dogs urinate on objects to symbolize their territories.&nbsp;&lt;/p&gt;
","2023-10-11 02:24:59",0,76.78.164.113,1
683819,19191,15223,33929,NULL,NULL,"&lt;p&gt;Cacti in the desert compete for water&nbsp;&lt;/p&gt;
","2023-10-11 02:25:02",0,52.124.33.234,1
683821,19191,15223,34143,NULL,NULL,"&lt;p&gt;Eucalyptus relies on fire to release offspring.&nbsp;&lt;/p&gt;
","2023-10-11 02:26:19",0,76.78.164.113,1
683822,19191,15223,33929,NULL,NULL,"&lt;p&gt;Octopi compete with other species to occupy holes/rocks on the ocean floor for shelter&lt;/p&gt;
","2023-10-11 02:26:56",0,52.124.33.234,1
683823,19191,15223,33928,NULL,NULL,"&lt;p&gt;Walnut trees excrete a toxic chemical to kill other plants around it.&nbsp;&lt;/p&gt;
","2023-10-11 02:27:04",0,75.102.137.136,1
683824,19191,15223,31991,NULL,NULL,"&lt;p&gt;stray cats will fight with&nbsp; each other in order to secure shelter&lt;/p&gt;
","2023-10-11 02:28:02",0,73.31.123.143,1
683825,19191,15223,33928,NULL,NULL,"&lt;p&gt;2 peacocks are displaying their feathers to one another in attempt to take over an area of land.&nbsp;&lt;/p&gt;
","2023-10-11 02:28:13",0,75.102.137.136,1
683827,19191,15223,33929,NULL,NULL,"&lt;p&gt;Barnacles on ocean rocks occupy whatever space they can by claiming it first, before any other barnacles or other species get to the area.&nbsp;&lt;/p&gt;
","2023-10-11 02:29:45",0,52.124.33.234,1
683828,19191,15223,34049,NULL,NULL,"&lt;p&gt;Male Titanosaurs compete with other males for space and access to females.&lt;/p&gt;
","2023-10-11 02:30:22",0,73.31.123.143,1
683829,19191,15223,34142,NULL,NULL,"Great white sharks (Carcharodon carcharias), when sex and size are equal, will determine hunting rights based on who was there first.","2023-10-11 02:31:08",0,199.87.199.102,1
683830,19191,15223,34080,NULL,NULL,"&lt;p&gt;Sparrows and pigeons both feed on breadcrumbs and other human-provided food. Since there&#039;s a limited amount of food available, sparrows and pigeons compete for these resources.&lt;/p&gt;
","2023-10-11 02:31:14",0,204.111.39.79,1
683832,19191,15223,33930,NULL,NULL,"&lt;p&gt;A white oak tree grows tall and its leaves block sun from smaller trees and plants below it&lt;/p&gt;
","2023-10-11 02:31:46",0,204.111.113.46,1
683833,19191,15223,34080,NULL,NULL,"&lt;p&gt;In a garden, you might have both sunflowers and daisies growing. They both require sunlight and nutrients from the soil. However, there is limited sunlight and nutrients available.&lt;/p&gt;

&lt;p&gt;The competition occurs as both sunflowers and daisies try to access these resources. They grow taller and broader in an attempt to capture more sunlight and absorb more nutrients from the soil.&lt;/p&gt;
","2023-10-11 02:32:37",0,204.111.39.79,1
683834,19191,15223,34080,NULL,NULL,"&lt;p&gt;a meadow where both rabbits and deer graze for food. They both primarily eat grass and other plants. However, there is only a limited amount of green vegetation available in the meadow.&lt;/p&gt;

&lt;p&gt;Competition occurs when both rabbits and deer attempt to feed on the same plants. They might nibble on the grass and plants, and in doing so, they are competing for the available food resources.&lt;/p&gt;
","2023-10-11 02:33:07",0,204.111.39.79,1
683836,19191,15223,33985,NULL,NULL,"&lt;p&gt;Manzanita shrubs produce toxic arbutin and phenolic acids that, when leached into the soil, prevent grasses and other understory plants from growing.&lt;/p&gt;
","2023-10-11 02:38:04",0,73.147.144.42,1
683842,19191,15223,34062,NULL,NULL,"&lt;p&gt;Cheetahs&nbsp;and Lions both hunt Gazelle. Lions hunt in packs and Cheetahs use their speed to compete for the food resource (Gazelle).&lt;/p&gt;
","2023-10-11 02:45:28",0,73.31.122.155,1
683843,19191,15223,33985,NULL,NULL,"&lt;p&gt;Population density of pine trees in a forest decreases over time as resources such as light and water become limited.&lt;/p&gt;
","2023-10-11 02:48:17",0,73.147.144.42,1
683844,19191,15223,34062,NULL,NULL,"&lt;p&gt;Male bighorn sheep battle for a mate by butting their horns together&lt;/p&gt;
","2023-10-11 02:48:46",0,73.31.122.155,1
683845,19191,15223,34079,NULL,NULL,"&lt;p&gt;A plant indirectly competes with another plant for space in the same garden&lt;/p&gt;
","2023-10-11 02:49:35",0,50.30.161.114,1
683851,19191,15223,34079,NULL,NULL,"&lt;p&gt;A male lion competes with the head lion of a pride to take his spot&lt;/p&gt;
","2023-10-11 02:51:29",0,50.30.161.114,1
683853,19191,15223,34062,NULL,NULL,"&lt;p&gt;Black walnut trees limit the germination/growth of other species around them in their environment&lt;/p&gt;
","2023-10-11 02:53:10",0,73.31.122.155,1
683854,19191,15223,34079,NULL,NULL,"&lt;p&gt;dogs mark their territory by peeing on certain spaces&lt;/p&gt;
","2023-10-11 02:53:22",0,50.30.161.114,1
683855,19191,15223,33917,NULL,NULL,"&lt;p&gt;A plant (like garlic mustard) releases toxins into the ground so other plants can&#039;t grow around it.&nbsp;&lt;/p&gt;
","2023-10-11 02:54:40",0,73.147.55.204,1
683856,19191,15223,34142,NULL,NULL,"Lions (Panthera leo) will mark their territory with a combination of vocalizations and scent/hormones, with males aggressively defending the territory from invading individuals.","2023-10-11 02:55:03",0,199.87.199.102,1
683857,19191,15223,33917,NULL,NULL,"&lt;p&gt;Wolves mark their territory by peeing to prevent other wolves from entering their area or competing for resources in the same place.&nbsp;&lt;/p&gt;
","2023-10-11 02:55:59",0,73.147.55.204,1
683859,19191,15223,33917,NULL,NULL,"&lt;p&gt;Birds like vultures fight one another for food such as road kill.&nbsp;&lt;/p&gt;
","2023-10-11 02:56:30",0,73.147.55.204,1
683861,19191,15223,34142,NULL,NULL,"&lt;p&gt;did not mean to tag allelopathy&nbsp;&lt;/p&gt;
","2023-10-11 02:59:43",683808,199.87.199.102,1
683862,19191,15223,34081,NULL,NULL,"&lt;p&gt;Two Chestnut trees growing close too each other and fighting for nutrients and sunlight.&lt;/p&gt;
","2023-10-11 02:59:49",0,104.28.78.154,1
683863,19191,15223,33941,NULL,NULL,"&lt;p&gt;There is a tree that has widespread roots that release tannins, preventing other plants from taking root in the surrounding area leading to a very sparse understory.&lt;/p&gt;
","2023-10-11 03:02:17",0,76.78.164.230,1
683864,19191,15223,33941,NULL,NULL,"&lt;p&gt;A type of grass spreads rapidly across a savannah before another has had the opportunity to do the same.&lt;/p&gt;
","2023-10-11 03:03:43",0,76.78.164.230,1
683865,19191,15223,34081,NULL,NULL,"&lt;p&gt;Barnacles attach to hosts by secreting a cement-like adhesive to stay permanently attached to a location.&nbsp;&lt;/p&gt;
","2023-10-11 03:05:24",0,104.28.78.154,1
683866,19191,15223,33985,NULL,NULL,"&lt;p&gt;Prior establishment of a frog population in a pond inhibits the growth and survivorship of toad larvae.&lt;/p&gt;
","2023-10-11 03:05:41",0,73.147.144.42,1
683867,19191,15223,33941,NULL,NULL,"&lt;p&gt;There is a lion pride that is led by a single male, a younger lion without a pride, comes and challenges this pride&#039;s&nbsp;current leader.&lt;/p&gt;
","2023-10-11 03:05:43",0,76.78.164.230,1
683869,19191,15223,34081,NULL,NULL,"&lt;p&gt;Goats grazing in a gated pasture.&nbsp;&lt;/p&gt;
","2023-10-11 03:06:32",0,104.28.78.154,1
